HouseholdId,PersonNumber,Age,Sex,License,TransitPass,EmploymentStatus,Occupation,FreeParking,StudentStatus,EmploymentZone,SchoolZone,ExpansionFactor
17752,1,45,M,Y,N,F,M,O,O,124.0,0.0,37.34455941338463
17752,2,40,F,Y,N,O,O,O,O,0.0,0.0,37.34455941338463
17752,3,18,M,Y,N,P,S,O,O,136.0,0.0,37.34455941338463
17752,4,9,F,N,N,O,O,O,S,0.0,135.0,37.34455941338463
17753,1,61,F,Y,N,P,S,O,O,0.0,0.0,1.0
17753,2,64,M,Y,N,O,O,O,O,0.0,0.0,1.0
17754,1,50,F,Y,N,O,O,O,O,0.0,0.0,42.53455565369827
17754,2,13,F,N,N,O,O,O,S,0.0,139.0,42.53455565369827
17754,3,11,F,N,N,O,O,O,S,0.0,139.0,42.53455565369827
17755,1,29,M,Y,N,F,P,O,O,129.0,0.0,54.86772835772812
17755,2,29,F,Y,N,F,P,O,O,192.0,0.0,54.86772835772812
17756,1,50,F,Y,N,O,O,O,O,0.0,0.0,54.46723399015346
17756,2,29,M,Y,N,O,O,O,O,0.0,0.0,54.46723399015346
17756,3,21,F,Y,N,O,O,O,S,0.0,614.0,54.46723399015346
17757,1,68,M,Y,N,P,S,O,O,134.0,0.0,50.1336795512687
17757,2,68,F,Y,N,P,S,O,O,134.0,0.0,50.1336795512687
17757,3,20,M,Y,N,O,O,O,O,0.0,0.0,50.1336795512687
17758,1,56,M,Y,N,F,S,O,O,192.0,0.0,36.81467455782431
17758,2,54,F,Y,N,O,O,O,O,0.0,0.0,36.81467455782431
17759,1,65,F,Y,N,O,O,O,O,0.0,0.0,32.963767177298756
17759,2,48,M,Y,N,O,O,O,O,0.0,0.0,32.963767177298756
17760,1,40,M,Y,N,F,G,O,O,0.0,0.0,54.86772835772812
17760,2,37,F,Y,N,F,P,O,O,554.0,0.0,54.86772835772812
17761,1,35,M,Y,N,F,G,O,O,144.0,0.0,54.86772835772812
17761,2,29,F,Y,N,O,O,O,O,0.0,0.0,54.86772835772812
17762,1,50,M,Y,N,F,P,O,O,0.0,0.0,54.86772835772812
17763,1,67,M,Y,N,F,P,O,O,0.0,0.0,35.32565703735443
17763,2,65,F,Y,N,F,P,O,O,0.0,0.0,35.32565703735443
17763,3,35,F,Y,N,F,M,O,O,404.0,0.0,35.32565703735443
17763,4,16,M,N,N,O,O,O,S,0.0,192.0,35.32565703735443
17763,5,12,F,N,N,O,O,O,S,0.0,139.0,35.32565703735443
17764,1,30,M,Y,N,F,P,O,O,129.0,0.0,58.27193048211271
17764,2,27,F,Y,N,O,O,O,O,0.0,0.0,58.27193048211271
17765,1,62,M,Y,N,O,O,O,O,0.0,0.0,54.86772835772812
17765,2,57,F,Y,N,O,O,O,O,0.0,0.0,54.86772835772812
17765,3,22,M,Y,N,F,G,O,O,44.0,0.0,54.86772835772812
17766,1,75,M,Y,N,O,O,O,O,0.0,0.0,1.0
17766,2,72,F,Y,N,O,O,O,O,0.0,0.0,1.0
17767,1,54,F,Y,N,O,O,O,O,0.0,0.0,40.66558193834987
17767,2,25,M,Y,N,F,G,O,O,144.0,0.0,40.66558193834987
17767,3,24,F,Y,N,O,O,O,O,0.0,0.0,40.66558193834987
17768,1,57,M,Y,N,F,G,O,O,0.0,0.0,54.86772835772812
17768,2,56,F,Y,N,O,O,O,O,0.0,0.0,54.86772835772812
17768,3,27,F,Y,N,F,G,O,O,144.0,0.0,54.86772835772812
17769,1,40,M,Y,N,F,M,O,O,404.0,0.0,58.27193048211271
17769,2,35,F,Y,N,F,P,O,O,192.0,0.0,58.27193048211271
17770,1,63,M,Y,N,O,O,O,O,0.0,0.0,54.86772835772812
17770,2,62,F,Y,N,O,O,O,O,0.0,0.0,54.86772835772812
17770,3,27,M,Y,N,F,P,O,O,0.0,0.0,54.86772835772812
17771,1,43,M,Y,N,F,G,O,O,144.0,0.0,47.76665514803899
17771,2,42,F,Y,N,O,O,O,O,0.0,0.0,47.76665514803899
17771,3,20,M,Y,N,F,P,O,O,0.0,0.0,47.76665514803899
17771,4,13,M,N,N,O,O,O,S,0.0,0.0,47.76665514803899
17771,5,10,F,N,N,O,O,O,S,0.0,0.0,47.76665514803899
17772,1,49,M,Y,N,F,S,O,O,180.0,0.0,40.35750934790782
17772,2,47,F,Y,N,O,O,O,O,0.0,0.0,40.35750934790782
17772,3,19,M,Y,N,O,O,O,S,0.0,134.0,40.35750934790782
17772,4,16,F,N,N,O,O,O,S,0.0,0.0,40.35750934790782
17772,5,10,M,N,N,O,O,O,S,0.0,0.0,40.35750934790782
17773,1,56,M,Y,N,F,M,O,O,452.0,0.0,65.12362705305645
17773,2,52,F,Y,N,O,O,O,O,0.0,0.0,65.12362705305645
17774,1,48,M,Y,N,F,S,O,O,192.0,0.0,40.265087570775215
17774,2,47,F,Y,N,O,O,O,O,0.0,0.0,40.265087570775215
17774,3,19,M,Y,N,O,O,O,S,0.0,139.0,40.265087570775215
17774,4,14,F,N,N,O,O,O,S,0.0,139.0,40.265087570775215
17775,1,40,M,Y,N,O,O,O,O,0.0,0.0,1.0
17775,2,39,F,Y,N,O,O,O,O,0.0,0.0,1.0
17776,1,32,M,Y,N,F,P,O,O,141.0,0.0,32.963767177298756
17776,2,30,F,Y,N,O,O,O,O,0.0,0.0,32.963767177298756
17776,3,11,F,N,N,O,O,O,S,0.0,139.0,32.963767177298756
17776,4,9,F,N,N,O,O,O,S,0.0,139.0,32.963767177298756
17776,5,6,F,N,N,O,O,O,S,0.0,139.0,32.963767177298756
17777,1,30,F,Y,N,P,P,O,O,0.0,0.0,32.963767177298756
17777,2,11,F,N,N,O,O,O,S,0.0,139.0,32.963767177298756
17777,3,9,M,N,N,O,O,O,S,0.0,139.0,32.963767177298756
17778,1,25,M,Y,N,F,M,O,O,141.0,0.0,54.86772835772812
17778,2,23,F,Y,N,P,G,O,O,0.0,0.0,54.86772835772812
17779,1,37,M,Y,N,P,S,O,O,136.0,0.0,54.86772835772812
17779,2,34,F,Y,N,F,M,O,O,141.0,0.0,54.86772835772812
17780,1,38,M,Y,N,F,P,O,O,132.0,0.0,37.34455941338463
17780,2,35,F,Y,N,O,O,O,O,0.0,0.0,37.34455941338463
17780,3,14,M,N,N,O,O,O,S,0.0,139.0,37.34455941338463
17780,4,8,M,N,N,O,O,O,S,0.0,139.0,37.34455941338463
17781,1,58,M,Y,N,F,S,O,O,133.0,0.0,32.963767177298756
17781,2,50,F,Y,N,P,S,O,O,0.0,0.0,32.963767177298756
17782,1,40,F,Y,N,P,S,O,O,0.0,0.0,1.0
17783,1,30,M,Y,N,F,G,O,O,192.0,0.0,54.86772835772812
17783,2,28,F,Y,N,O,O,O,O,0.0,0.0,54.86772835772812
17784,1,34,F,Y,N,F,G,O,O,192.0,0.0,43.91574776751344
17784,2,18,M,Y,N,O,O,O,S,0.0,614.0,43.91574776751344
17784,3,16,F,N,N,O,O,O,S,0.0,0.0,43.91574776751344
17785,1,30,F,Y,N,O,O,O,O,0.0,0.0,58.27193048211271
17785,2,30,M,Y,N,F,P,O,O,192.0,0.0,58.27193048211271
17786,1,53,M,Y,N,F,P,O,O,0.0,0.0,32.963767177298756
17786,2,50,F,Y,N,O,O,O,O,0.0,0.0,32.963767177298756
17787,1,50,M,Y,N,F,G,O,O,192.0,0.0,57.13719644065119
17787,2,50,F,Y,N,O,O,O,O,0.0,0.0,57.13719644065119
17787,3,25,M,Y,N,F,P,O,O,192.0,0.0,57.13719644065119
17787,4,17,M,N,N,O,O,O,S,0.0,0.0,57.13719644065119
17788,1,54,M,Y,N,F,P,O,O,187.0,0.0,32.963767177298756
17788,2,52,F,Y,N,O,O,O,O,0.0,0.0,32.963767177298756
17788,3,27,F,Y,N,O,O,O,O,0.0,0.0,32.963767177298756
17788,4,10,F,N,N,O,O,O,S,0.0,139.0,32.963767177298756
17788,5,9,F,N,N,O,O,O,S,0.0,139.0,32.963767177298756
17789,1,25,M,Y,N,F,G,O,O,0.0,0.0,61.676132606497305
17789,2,25,F,Y,N,O,O,O,O,0.0,0.0,61.676132606497305
17790,1,50,M,Y,N,F,G,O,O,144.0,0.0,47.76665514803899
17790,2,47,F,Y,N,O,O,O,O,0.0,0.0,47.76665514803899
17790,3,20,M,Y,N,O,O,O,S,0.0,134.0,47.76665514803899
17791,1,64,M,Y,N,P,P,O,O,141.0,0.0,32.963767177298756
17791,2,58,F,Y,N,O,O,O,O,0.0,0.0,32.963767177298756
17792,1,32,M,Y,N,F,P,O,O,192.0,0.0,36.81467455782431
17792,2,29,F,Y,N,O,O,O,O,0.0,0.0,36.81467455782431
17792,3,8,F,N,N,O,O,O,S,0.0,139.0,36.81467455782431
17793,1,36,F,Y,N,O,O,O,O,0.0,0.0,42.53455565369827
17793,2,35,M,Y,N,P,P,O,O,0.0,0.0,42.53455565369827
17793,3,9,F,N,N,O,O,O,S,0.0,139.0,42.53455565369827
17793,4,7,F,N,N,O,O,O,S,0.0,139.0,42.53455565369827
17794,1,52,M,Y,N,F,M,O,O,0.0,0.0,40.66558193834987
17794,2,51,F,Y,N,O,O,O,O,0.0,0.0,40.66558193834987
17794,3,23,M,Y,N,O,O,O,O,0.0,0.0,40.66558193834987
17794,4,20,M,Y,N,F,M,O,O,141.0,0.0,40.66558193834987
17795,1,49,M,Y,N,F,M,O,O,136.0,0.0,40.66558193834987
17795,2,49,F,Y,N,O,O,O,O,0.0,0.0,40.66558193834987
17795,3,20,F,Y,N,F,P,O,O,192.0,0.0,40.66558193834987
17796,1,63,M,Y,N,F,G,O,O,136.0,0.0,50.1336795512687
17796,2,58,F,Y,N,O,O,O,O,0.0,0.0,50.1336795512687
17796,3,28,M,Y,N,F,P,O,O,192.0,0.0,50.1336795512687
17796,4,26,M,Y,N,F,P,O,O,192.0,0.0,50.1336795512687
17797,1,35,M,Y,N,F,G,O,O,144.0,0.0,47.68963700042848
17797,2,35,F,Y,N,O,O,O,O,0.0,0.0,47.68963700042848
17797,3,16,F,N,N,O,O,O,S,0.0,136.0,47.68963700042848
17797,4,12,M,N,N,O,O,O,S,0.0,139.0,47.68963700042848
17798,1,36,M,Y,N,F,M,O,O,0.0,0.0,1.0
17798,2,34,F,Y,N,O,O,O,O,0.0,0.0,1.0
17799,1,53,M,Y,N,F,P,O,O,144.0,0.0,47.56640796425166
17799,2,45,F,Y,N,O,O,O,O,0.0,0.0,47.56640796425166
17799,3,30,M,Y,N,F,P,O,O,144.0,0.0,47.56640796425166
17799,4,26,M,Y,N,F,G,O,O,0.0,0.0,47.56640796425166
17799,5,11,F,N,N,O,O,O,S,0.0,165.0,47.56640796425166
17800,1,39,F,Y,N,O,O,O,O,0.0,0.0,54.86772835772812
17800,2,17,F,N,N,P,S,O,O,192.0,0.0,54.86772835772812
17800,3,6,F,N,N,O,O,O,O,0.0,0.0,54.86772835772812
17801,1,42,M,Y,N,F,P,O,O,192.0,0.0,47.56640796425166
17801,2,38,F,Y,N,O,O,O,O,0.0,0.0,47.56640796425166
17801,3,20,M,Y,N,F,P,O,O,192.0,0.0,47.56640796425166
17801,4,13,M,N,N,O,O,O,S,0.0,165.0,47.56640796425166
17802,1,29,M,Y,N,P,M,O,O,187.0,0.0,54.86772835772812
17802,2,24,F,Y,N,O,O,O,O,0.0,0.0,54.86772835772812
17803,1,41,M,Y,N,F,S,O,O,192.0,0.0,50.1336795512687
17803,2,41,F,Y,N,F,S,O,O,192.0,0.0,50.1336795512687
17803,3,19,M,Y,N,F,S,O,O,192.0,0.0,50.1336795512687
17804,1,73,M,Y,N,O,O,O,O,0.0,0.0,61.676132606497305
17805,1,35,M,Y,N,P,S,O,O,187.0,0.0,54.86772835772812
17805,2,30,F,Y,N,P,S,O,O,187.0,0.0,54.86772835772812
17806,1,41,M,Y,N,F,M,O,O,187.0,0.0,42.626977430830884
17806,2,33,F,Y,N,F,S,O,O,192.0,0.0,42.626977430830884
17806,3,10,F,N,N,O,O,O,S,0.0,165.0,42.626977430830884
17807,1,58,F,Y,N,O,O,O,O,0.0,0.0,61.676132606497305
17807,2,50,M,Y,N,F,P,O,O,192.0,0.0,61.676132606497305
17808,1,83,M,Y,N,O,O,O,O,0.0,0.0,61.676132606497305
17808,2,65,M,Y,N,O,O,O,O,0.0,0.0,61.676132606497305
17809,1,23,F,Y,N,F,G,O,O,187.0,0.0,54.86772835772812
17810,1,56,M,Y,N,P,M,O,O,193.0,0.0,58.27193048211271
17810,2,54,F,Y,N,O,O,O,O,0.0,0.0,58.27193048211271
17811,1,23,F,Y,N,O,O,O,O,0.0,0.0,86.20139615115275
17812,1,38,M,Y,N,P,S,O,O,67.0,0.0,1.0
17812,2,33,F,Y,N,O,O,O,O,0.0,0.0,1.0
17813,1,35,M,Y,N,F,M,O,O,144.0,0.0,54.86772835772812
17813,2,34,F,Y,N,O,O,O,O,0.0,0.0,54.86772835772812
17814,1,40,M,Y,N,F,G,O,O,192.0,0.0,47.76665514803899
17814,2,39,F,Y,N,O,O,O,O,0.0,0.0,47.76665514803899
17814,3,14,F,N,N,O,O,O,S,0.0,134.0,47.76665514803899
17815,1,80,F,Y,N,O,O,O,O,0.0,0.0,54.86772835772812
17816,1,51,F,Y,N,O,O,O,O,0.0,0.0,47.76665514803899
17816,2,24,M,Y,N,F,G,O,O,192.0,0.0,47.76665514803899
17816,3,23,F,Y,N,F,P,O,O,192.0,0.0,47.76665514803899
17817,1,68,M,Y,N,O,O,O,O,0.0,0.0,41.982592262489604
17817,2,56,F,Y,N,O,O,O,O,0.0,0.0,41.982592262489604
17817,3,36,M,Y,N,F,S,O,O,192.0,0.0,41.982592262489604
17817,4,32,F,Y,N,O,O,O,O,0.0,0.0,41.982592262489604
17817,5,15,F,N,N,O,O,O,S,0.0,134.0,41.982592262489604
17817,6,14,F,N,N,O,O,O,S,0.0,139.0,41.982592262489604
17817,7,10,F,N,N,O,O,O,S,0.0,165.0,41.982592262489604
17818,1,33,F,Y,N,O,O,O,O,0.0,0.0,40.265087570775215
17818,2,31,M,Y,N,F,P,O,O,187.0,0.0,40.265087570775215
17818,3,12,M,N,N,O,O,O,S,0.0,165.0,40.265087570775215
17819,1,29,M,Y,N,F,G,O,O,187.0,0.0,54.86772835772812
17819,2,27,F,Y,N,P,S,O,O,0.0,0.0,54.86772835772812
17820,1,39,M,Y,N,F,G,O,O,162.0,0.0,40.66558193834987
17821,1,52,M,Y,N,F,P,O,O,187.0,0.0,54.86772835772812
17821,2,45,F,Y,N,O,O,O,O,0.0,0.0,54.86772835772812
17822,1,58,M,Y,N,F,G,O,O,412.0,0.0,43.683720469217995
17822,2,55,F,Y,N,O,O,O,O,0.0,0.0,43.683720469217995
17822,3,32,M,Y,N,P,G,O,O,0.0,0.0,43.683720469217995
17822,4,31,F,Y,N,O,O,O,O,0.0,0.0,43.683720469217995
17822,5,12,F,N,N,O,O,O,S,0.0,182.0,43.683720469217995
17822,6,9,M,N,N,O,O,O,S,0.0,182.0,43.683720469217995
17823,1,29,M,Y,N,P,M,O,O,192.0,0.0,40.66558193834987
17824,1,78,F,Y,N,O,O,O,O,0.0,0.0,32.963767177298756
17824,2,75,M,Y,N,O,O,O,O,0.0,0.0,32.963767177298756
17825,1,36,M,Y,N,P,M,O,O,165.0,0.0,32.963767177298756
17825,2,30,F,Y,N,O,O,O,O,0.0,0.0,32.963767177298756
17826,1,68,M,Y,N,P,M,O,O,192.0,0.0,42.83235915779225
17826,2,65,F,Y,N,O,O,O,O,0.0,0.0,42.83235915779225
17826,3,46,M,Y,N,F,S,O,O,124.0,0.0,42.83235915779225
17826,4,22,F,Y,N,F,S,O,O,192.0,0.0,42.83235915779225
17827,1,63,M,Y,N,O,O,O,O,187.0,0.0,40.66558193834987
17828,1,29,F,Y,N,O,O,O,O,0.0,0.0,61.676132606497305
17828,2,23,M,Y,N,F,G,O,O,187.0,0.0,61.676132606497305
17829,1,41,F,Y,N,O,O,O,O,0.0,0.0,50.1336795512687
17829,2,37,M,Y,N,F,G,O,O,192.0,0.0,50.1336795512687
17829,3,18,M,Y,N,O,O,O,O,0.0,0.0,50.1336795512687
17829,4,11,F,N,N,O,O,O,S,0.0,0.0,50.1336795512687
17829,5,9,F,N,N,O,O,O,S,0.0,0.0,50.1336795512687
17830,1,96,M,Y,N,O,O,O,O,0.0,0.0,61.676132606497305
17830,2,70,M,Y,N,O,O,O,O,0.0,0.0,61.676132606497305
17830,3,60,F,Y,N,O,O,O,O,0.0,0.0,61.676132606497305
17831,1,52,M,Y,N,P,M,O,O,299.0,0.0,52.89460449570316
17831,2,42,F,Y,N,O,O,O,O,0.0,0.0,52.89460449570316
17831,3,21,M,Y,N,P,M,O,S,0.0,192.0,52.89460449570316
17831,4,11,F,N,N,O,O,O,S,0.0,0.0,52.89460449570316
17831,5,9,F,N,N,O,O,O,S,0.0,0.0,52.89460449570316
17832,1,63,M,Y,N,P,G,O,O,192.0,0.0,43.91574776751344
17832,2,60,M,Y,N,F,P,O,O,182.0,0.0,43.91574776751344
17833,1,79,F,Y,N,O,O,O,O,0.0,0.0,54.86772835772812
17833,2,70,M,Y,N,O,O,O,O,0.0,0.0,54.86772835772812
17833,3,45,M,Y,N,O,O,O,O,0.0,0.0,54.86772835772812
17834,1,38,M,Y,N,P,S,O,O,165.0,0.0,54.86772835772812
17835,1,25,M,Y,N,P,M,O,O,185.0,0.0,32.963767177298756
17835,2,22,F,Y,N,O,O,O,O,0.0,0.0,32.963767177298756
17836,1,52,M,Y,N,F,P,O,O,192.0,0.0,47.76665514803899
17836,2,49,F,Y,N,O,O,O,O,0.0,0.0,47.76665514803899
17836,3,20,M,Y,N,O,O,O,S,0.0,192.0,47.76665514803899
17837,1,24,F,Y,N,F,G,O,O,192.0,0.0,54.86772835772812
17838,1,64,M,Y,N,P,S,O,O,0.0,0.0,50.86278468198154
17838,2,54,F,Y,N,P,S,O,O,0.0,0.0,50.86278468198154
17839,1,26,M,Y,N,F,P,O,O,139.0,0.0,37.74916141549851
17839,2,23,F,Y,N,O,O,O,O,0.0,0.0,37.74916141549851
17840,1,44,M,Y,N,O,O,O,O,0.0,0.0,1.0
17840,2,35,F,Y,N,O,O,O,O,0.0,0.0,1.0
17841,1,35,M,Y,N,F,S,O,O,142.0,0.0,32.963767177298756
17841,2,35,F,Y,N,F,S,O,O,133.0,0.0,32.963767177298756
17841,3,16,M,N,N,O,O,O,S,0.0,136.0,32.963767177298756
17842,1,31,M,Y,N,F,G,O,O,188.0,0.0,37.34455941338463
17842,2,29,F,Y,N,O,O,O,O,0.0,0.0,37.34455941338463
17842,3,15,M,N,N,O,O,O,S,0.0,139.0,37.34455941338463
17842,4,9,M,N,N,O,O,O,S,0.0,137.0,37.34455941338463
17842,5,6,F,N,N,O,O,O,S,0.0,0.0,37.34455941338463
17843,1,44,F,Y,N,O,O,O,O,0.0,0.0,42.290664852931656
17843,2,39,M,Y,N,F,P,O,O,139.0,0.0,42.290664852931656
17843,3,23,M,Y,N,F,G,O,O,144.0,0.0,42.290664852931656
17844,1,27,M,Y,N,F,G,O,O,0.0,0.0,54.86772835772812
17844,2,23,F,Y,N,O,O,O,O,0.0,0.0,54.86772835772812
17845,1,35,F,Y,N,P,P,O,O,188.0,0.0,45.009405463582695
17845,2,35,M,Y,N,F,M,O,O,188.0,0.0,45.009405463582695
17845,3,22,M,Y,N,F,P,O,O,141.0,0.0,45.009405463582695
17845,4,20,F,Y,N,O,O,O,S,0.0,136.0,45.009405463582695
17845,5,40,F,Y,N,O,O,O,O,0.0,0.0,45.009405463582695
17845,6,14,F,N,N,O,O,O,S,0.0,134.0,45.009405463582695
17846,1,45,M,Y,N,F,P,O,O,139.0,0.0,34.50413012950898
17846,2,31,F,Y,N,O,O,O,O,0.0,0.0,34.50413012950898
17846,3,6,F,N,N,O,O,O,S,0.0,137.0,34.50413012950898
17847,1,33,M,Y,N,F,G,O,O,188.0,0.0,34.24740297080728
17847,2,25,F,Y,N,O,O,O,O,0.0,0.0,34.24740297080728
17847,3,8,M,N,N,O,O,O,S,0.0,137.0,34.24740297080728
17847,4,6,M,N,N,O,O,O,S,0.0,137.0,34.24740297080728
17848,1,43,M,Y,N,F,G,O,O,0.0,0.0,32.963767177298756
17848,2,42,F,Y,N,O,O,O,O,0.0,0.0,32.963767177298756
17848,3,16,F,N,N,O,O,O,S,0.0,0.0,32.963767177298756
17848,4,8,M,N,N,O,O,O,S,0.0,137.0,32.963767177298756
17849,1,75,M,Y,N,O,O,O,O,0.0,0.0,1.0
17849,2,76,F,Y,N,O,O,O,O,0.0,0.0,1.0
17849,3,8,M,N,N,O,O,O,S,0.0,0.0,1.0
17850,1,42,M,Y,N,F,S,O,O,129.0,0.0,51.340297197166706
17850,2,42,F,Y,N,O,O,O,O,0.0,0.0,51.340297197166706
17850,3,19,M,Y,N,O,O,O,S,0.0,139.0,51.340297197166706
17850,4,15,F,N,N,O,O,O,S,0.0,139.0,51.340297197166706
17851,1,30,M,Y,N,F,P,O,O,192.0,0.0,53.21029782114992
17851,2,28,F,Y,N,F,S,O,O,142.0,0.0,53.21029782114992
17852,1,31,M,Y,N,F,P,O,O,132.0,0.0,40.265087570775215
17852,2,28,F,Y,N,O,O,O,O,0.0,0.0,40.265087570775215
17853,1,38,M,Y,N,F,M,O,O,296.0,0.0,54.86772835772812
17853,2,33,F,Y,N,O,O,O,O,0.0,0.0,54.86772835772812
17853,3,9,M,N,N,O,O,O,S,0.0,138.0,54.86772835772812
17853,4,7,M,N,N,O,O,O,S,0.0,138.0,54.86772835772812
17854,1,37,M,Y,N,F,M,O,O,134.0,0.0,34.50413012950898
17854,2,30,F,Y,N,O,O,O,O,0.0,0.0,34.50413012950898
17854,3,7,F,N,N,O,O,O,S,0.0,137.0,34.50413012950898
17855,1,24,M,Y,N,F,G,O,O,0.0,0.0,36.50660196738227
17855,2,21,F,Y,N,O,O,O,O,0.0,0.0,36.50660196738227
17856,1,53,F,Y,N,P,S,O,O,0.0,0.0,52.10534413009779
17857,1,64,F,Y,N,O,O,O,O,0.0,0.0,39.43329157658169
17857,2,42,M,Y,N,F,P,O,O,558.0,0.0,39.43329157658169
17858,1,35,M,Y,N,F,P,O,O,0.0,0.0,1.0
17858,2,36,F,Y,N,O,O,O,O,0.0,0.0,1.0
17859,1,40,M,Y,N,F,M,O,O,144.0,0.0,36.50660196738227
17859,2,40,F,Y,N,F,M,O,O,144.0,0.0,36.50660196738227
17860,1,22,M,Y,N,F,P,O,O,186.0,0.0,32.963767177298756
17860,2,19,F,Y,N,F,P,O,O,186.0,0.0,32.963767177298756
17861,1,40,M,Y,N,F,G,O,O,165.0,0.0,58.27193048211271
17861,2,35,F,Y,N,O,O,O,O,0.0,0.0,58.27193048211271
17862,1,38,M,Y,N,F,M,O,O,144.0,0.0,44.064649519560426
17862,2,28,F,Y,N,O,O,O,O,0.0,0.0,44.064649519560426
17862,3,13,M,N,N,O,O,O,S,0.0,139.0,44.064649519560426
17862,4,7,F,N,N,O,O,O,S,0.0,139.0,44.064649519560426
17863,1,60,M,Y,N,O,O,O,O,0.0,0.0,54.86772835772812
17863,2,60,F,Y,N,O,O,O,O,0.0,0.0,54.86772835772812
17864,1,59,M,Y,N,P,M,O,O,129.0,0.0,40.66558193834987
17865,1,52,M,Y,N,F,P,O,O,144.0,0.0,40.04943675746578
17865,2,48,F,Y,N,P,P,O,O,192.0,0.0,40.04943675746578
17865,3,18,F,Y,N,O,O,O,S,0.0,137.0,40.04943675746578
17866,1,65,M,Y,N,F,S,O,O,192.0,0.0,45.707703335251324
17866,2,41,F,Y,N,F,G,O,O,575.0,0.0,45.707703335251324
17866,3,41,M,Y,N,O,O,O,O,0.0,0.0,45.707703335251324
17867,1,70,M,Y,N,O,O,O,O,0.0,0.0,61.676132606497305
17867,2,60,F,Y,N,O,O,O,O,0.0,0.0,61.676132606497305
17868,1,59,M,Y,N,P,S,O,O,195.0,0.0,38.4397574724061
17868,2,55,F,Y,N,O,O,O,O,0.0,0.0,38.4397574724061
17868,3,7,F,N,N,O,O,O,S,0.0,182.0,38.4397574724061
17869,1,28,M,Y,N,F,M,O,O,0.0,0.0,61.676132606497305
17869,2,25,F,Y,N,O,O,O,O,0.0,0.0,61.676132606497305
17870,1,48,M,Y,N,F,M,O,O,129.0,0.0,45.399630744809286
17870,2,45,F,Y,N,O,O,O,O,0.0,0.0,45.399630744809286
17870,3,15,F,N,N,O,O,O,S,0.0,139.0,45.399630744809286
17870,4,12,F,N,N,O,O,O,S,0.0,139.0,45.399630744809286
17871,1,25,F,Y,N,O,O,O,O,0.0,0.0,58.27193048211271
17871,2,24,M,Y,N,F,P,O,O,186.0,0.0,58.27193048211271
17872,1,24,M,Y,N,F,P,O,O,144.0,0.0,40.66558193834987
17873,1,44,M,Y,N,F,M,O,O,129.0,0.0,37.79537230406482
17873,2,39,F,Y,N,O,O,O,O,0.0,0.0,37.79537230406482
17873,3,22,F,Y,N,F,P,O,O,192.0,0.0,37.79537230406482
17873,4,14,M,N,N,O,O,O,S,0.0,186.0,37.79537230406482
17873,5,8,F,N,N,O,O,O,S,0.0,182.0,37.79537230406482
17874,1,75,M,Y,N,P,P,O,O,182.0,0.0,32.963767177298756
17874,2,73,F,Y,N,O,O,O,O,0.0,0.0,32.963767177298756
17874,3,50,F,Y,N,F,P,O,O,142.0,0.0,32.963767177298756
17875,1,32,M,Y,N,F,M,O,O,296.0,0.0,48.612881916290696
17875,2,30,F,Y,N,F,S,O,O,192.0,0.0,48.612881916290696
17875,3,6,F,N,N,O,O,O,S,0.0,192.0,48.612881916290696
17876,1,41,M,Y,N,P,M,O,O,186.0,0.0,40.66558193834987
17877,1,56,M,Y,N,P,M,O,O,129.0,0.0,47.45858255759695
17877,2,50,F,Y,N,O,O,O,O,0.0,0.0,47.45858255759695
17877,3,27,F,Y,N,F,P,O,O,141.0,0.0,47.45858255759695
17878,1,44,M,Y,N,F,S,O,O,296.0,0.0,54.86772835772812
17878,2,35,F,Y,N,O,O,O,O,0.0,0.0,54.86772835772812
17879,1,50,M,Y,N,P,M,O,O,136.0,0.0,40.265087570775215
17879,2,47,F,Y,N,F,S,O,O,142.0,0.0,40.265087570775215
17879,3,20,F,Y,N,F,S,O,O,142.0,0.0,40.265087570775215
17880,1,26,F,Y,N,F,P,O,O,0.0,0.0,1.0
17881,1,47,M,Y,N,F,P,O,O,142.0,0.0,32.963767177298756
17881,2,36,F,Y,N,F,S,O,O,141.0,0.0,32.963767177298756
17882,1,48,F,Y,N,F,M,O,O,0.0,0.0,1.0
17882,2,39,F,Y,N,O,O,O,O,0.0,0.0,1.0
17882,3,7,M,N,N,O,O,O,S,0.0,0.0,1.0
17883,1,54,M,Y,N,F,P,O,O,144.0,0.0,34.735184572340515
17883,2,50,F,Y,N,O,O,O,O,0.0,0.0,34.735184572340515
17883,3,32,F,Y,N,F,P,O,O,0.0,0.0,34.735184572340515
17883,4,8,F,N,N,O,O,O,S,0.0,182.0,34.735184572340515
17884,1,58,F,Y,N,F,M,O,O,129.0,0.0,47.68963700042848
17884,2,35,F,Y,N,F,M,O,O,129.0,0.0,47.68963700042848
17885,1,35,M,Y,N,F,P,O,O,192.0,0.0,38.04696491959249
17885,2,35,F,Y,N,F,S,O,O,165.0,0.0,38.04696491959249
17885,3,16,M,N,N,O,O,O,S,0.0,134.0,38.04696491959249
17886,1,52,M,Y,N,F,M,O,O,129.0,0.0,45.194249017847916
17886,2,50,F,Y,N,O,O,O,O,0.0,0.0,45.194249017847916
17886,3,23,F,Y,N,O,O,O,S,0.0,558.0,45.194249017847916
17886,4,20,F,Y,N,O,O,O,S,0.0,192.0,45.194249017847916
17887,1,46,M,Y,N,P,S,O,O,0.0,0.0,40.35750934790782
17887,2,40,F,Y,N,O,O,O,O,0.0,0.0,40.35750934790782
