HouseholdId,HouseholdZone,ExpansionFactor,NumberOfPersons,DwellingType,Vehicles,IncomeClass,MACROZONA,MUNICIPIO,NumberOfFormalWorkers,NumberOfInformalWorkers,NumberOfLicenses,DistanceEmployment,DistanceSchool,ZONA,AREA,POBTOT,ZoneDensity
914,673,128.722023116735,2,1,0,2,33.0,General Escobedo,1,0,1,15.068,1.843,673,0.496942,7462,15015.836858224904
915,77,1.0,2,1,1,3,81.0,Hidalgo,1,0,2,-1.0,-1.0,77,1.081584,725,670.3131703131703
916,441,72.52294327253871,4,1,0,2,11.0,Monterrey,1,0,2,-1.0,0.749771373,441,5.059414,22587,4464.351009820504
917,441,88.1119871535517,3,1,0,4,11.0,Monterrey,3,0,3,15.721,-1.0,441,5.059414,22587,4464.351009820504
918,441,76.42020424279195,5,1,0,2,11.0,Monterrey,1,0,2,13.33184,0.749771373,441,5.059414,22587,4464.351009820504
919,441,88.1119871535517,2,1,0,1,11.0,Monterrey,0,1,2,-1.0,-1.0,441,5.059414,22587,4464.351009820504
920,423,120.71342240036584,1,1,1,5,11.0,Monterrey,1,0,1,8.86329,-1.0,423,2.713319,17129,6312.932611314777
921,423,99.22765322523053,4,1,2,6,11.0,Monterrey,2,0,2,5.7360359215,3.472,423,2.713319,17129,6312.932611314777
922,423,120.71342240036584,2,1,1,4,11.0,Monterrey,1,0,2,6.367047,-1.0,423,2.713319,17129,6312.932611314777
923,423,135.6924602164696,1,1,1,4,11.0,Monterrey,1,0,1,6.367047,-1.0,423,2.713319,17129,6312.932611314777
924,77,1.0,2,1,0,2,81.0,Hidalgo,0,1,2,-1.0,-1.0,77,1.081584,725,670.3131703131703
925,423,115.29114626783957,3,1,2,6,11.0,Monterrey,1,0,2,6.890417,5.437394,423,2.713319,17129,6312.932611314777
926,423,120.71342240036584,2,1,1,4,11.0,Monterrey,1,1,2,0.549071843,-1.0,423,2.713319,17129,6312.932611314777
927,77,11.494793404597338,1,1,0,2,81.0,Hidalgo,0,0,1,-1.0,-1.0,77,1.081584,725,670.3131703131703
928,422,108.66580261840905,4,1,2,6,11.0,Monterrey,0,0,4,-1.0,8.456929,422,2.55241,11577,4535.713306247821
929,422,128.2029413084177,4,1,3,6,11.0,Monterrey,2,1,4,0.532542121,-1.0,422,2.55241,11577,4535.713306247821
930,77,1.0,2,1,0,1,81.0,Hidalgo,0,1,2,-1.0,-1.0,77,1.081584,725,670.3131703131703
931,156,19.709021703714704,1,1,0,2,161.0,Santiago,0,0,1,-1.0,-1.0,156,2.071929,2329,1124.0732669893612
932,77,1.0,2,1,1,2,81.0,Hidalgo,0,1,2,-1.0,-1.0,77,1.081584,725,670.3131703131703
933,156,36.87613219704377,2,1,2,5,161.0,Santiago,0,0,2,-1.0,-1.0,156,2.071929,2329,1124.0732669893612
934,423,128.2029413084177,2,1,2,5,11.0,Monterrey,1,0,2,9.963257,-1.0,423,2.713319,17129,6312.932611314777
935,423,120.7134224003658,3,1,2,6,11.0,Monterrey,2,0,2,5.5034335,6.367047,423,2.713319,17129,6312.932611314777
936,156,36.87613219704377,2,1,1,4,161.0,Santiago,0,0,2,-1.0,-1.0,156,2.071929,2329,1124.0732669893612
937,77,22.70925633913767,2,1,1,4,81.0,Hidalgo,0,1,2,36.842,-1.0,77,1.081584,725,670.3131703131703
938,77,1.0,2,1,1,4,81.0,Hidalgo,1,0,2,-1.0,-1.0,77,1.081584,725,670.3131703131703
939,6,43.39684489524276,4,2,2,4,24.0,San Pedro Garza García,1,0,2,1.207919,0.506265192,6,2.30674,25948,11248.775327952002
940,6,39.44794911461394,4,2,0,5,24.0,San Pedro Garza García,3,1,4,6.851328596,-1.0,6,2.30674,25948,11248.775327952002
941,6,32.638094020713424,3,2,0,3,24.0,San Pedro Garza García,0,0,1,-1.0,0.506265192,6,2.30674,25948,11248.775327952002
942,6,34.857387923082705,5,2,0,5,24.0,San Pedro Garza García,3,0,4,7.044213666666667,5.761637596000001,6,2.30674,25948,11248.775327952002
943,6,57.95251816360823,2,2,0,2,24.0,San Pedro Garza García,0,0,2,-1.0,-1.0,6,2.30674,25948,11248.775327952002
944,77,17.2475615056832,3,1,1,4,81.0,Hidalgo,1,0,3,12.131,-1.0,77,1.081584,725,670.3131703131703
945,6,39.62059915267093,5,2,1,5,24.0,San Pedro Garza García,3,0,4,8.123943333333333,4.638,6,2.30674,25948,11248.775327952002
946,6,40.537815402755726,5,2,2,5,24.0,San Pedro Garza García,3,0,4,10.628679666666669,-1.0,6,2.30674,25948,11248.775327952002
947,77,22.70925633913767,5,1,0,3,81.0,Hidalgo,1,0,3,12.131,-1.0,77,1.081584,725,670.3131703131703
948,673,119.10222779484376,2,1,0,2,33.0,General Escobedo,1,1,2,6.6145000000000005,-1.0,673,0.496942,7462,15015.836858224904
949,75,1.0,1,1,0,1,81.0,Hidalgo,0,0,1,-1.0,-1.0,75,1.643266,1017,618.8894555111589
950,77,1.0,2,1,1,2,81.0,Hidalgo,1,0,2,-1.0,-1.0,77,1.081584,725,670.3131703131703
951,423,128.2029413084177,4,1,2,6,11.0,Monterrey,1,0,2,3.84699,-1.0,423,2.713319,17129,6312.932611314777
952,423,135.6924602164696,2,1,2,6,11.0,Monterrey,1,0,2,-1.0,-1.0,423,2.713319,17129,6312.932611314777
953,6,37.83413648343454,4,1,1,4,24.0,San Pedro Garza García,1,0,2,2.836044,1.6411310959999998,6,2.30674,25948,11248.775327952002
954,77,11.494793404597338,1,1,0,2,81.0,Hidalgo,0,0,1,-1.0,-1.0,77,1.081584,725,670.3131703131703
955,6,46.8271013399918,4,1,2,5,24.0,San Pedro Garza García,1,1,4,6.067485,-1.0,6,2.30674,25948,11248.775327952002
956,6,59.57219644181557,4,1,2,5,24.0,San Pedro Garza García,1,0,2,2.836044,-1.0,6,2.30674,25948,11248.775327952002
957,6,42.2727242881731,4,1,1,4,24.0,San Pedro Garza García,0,1,3,15.56298,14.622,6,2.30674,25948,11248.775327952002
958,6,33.6367762767796,5,1,0,4,24.0,San Pedro Garza García,1,1,2,1.9816745,0.506265192,6,2.30674,25948,11248.775327952002
959,6,41.26439292818358,2,1,1,5,24.0,San Pedro Garza García,1,0,2,11.01701,-1.0,6,2.30674,25948,11248.775327952002
960,6,44.874541685809405,4,1,1,5,24.0,San Pedro Garza García,1,0,2,4.798044,0.506265192,6,2.30674,25948,11248.775327952002
961,77,13.965636846707046,4,1,0,2,81.0,Hidalgo,0,0,2,-1.0,11.207,77,1.081584,725,670.3131703131703
962,6,34.30256444749038,2,1,2,4,24.0,San Pedro Garza García,0,2,2,2.873044,-1.0,6,2.30674,25948,11248.775327952002
963,6,37.63150530104431,2,1,0,2,24.0,San Pedro Garza García,1,0,2,10.33488,-1.0,6,2.30674,25948,11248.775327952002
964,6,30.973623593936463,1,1,0,2,24.0,San Pedro Garza García,0,0,1,-1.0,-1.0,6,2.30674,25948,11248.775327952002
965,6,41.26439292818358,4,1,0,2,24.0,San Pedro Garza García,0,2,3,1.207919,0.506265192,6,2.30674,25948,11248.775327952002
966,6,37.63150530104431,1,1,0,2,24.0,San Pedro Garza García,1,0,1,6.325,-1.0,6,2.30674,25948,11248.775327952002
967,6,44.5933337817375,4,1,1,4,24.0,San Pedro Garza García,0,3,4,4.898906333333334,-1.0,6,2.30674,25948,11248.775327952002
968,6,50.30077875239589,6,1,3,6,24.0,San Pedro Garza García,2,1,5,3.397322730666667,-1.0,6,2.30674,25948,11248.775327952002
969,423,120.7134224003658,3,1,2,6,11.0,Monterrey,1,1,3,5.8166445,-1.0,423,2.713319,17129,6312.932611314777
970,77,16.65670763909175,5,1,1,4,81.0,Hidalgo,2,0,3,36.9945,1.6045,77,1.081584,725,670.3131703131703
971,6,53.687614229489874,1,2,0,3,24.0,San Pedro Garza García,0,0,1,-1.0,-1.0,6,2.30674,25948,11248.775327952002
972,6,57.95251816360823,2,2,2,5,24.0,San Pedro Garza García,0,0,2,-1.0,-1.0,6,2.30674,25948,11248.775327952002
973,6,50.31916283963287,3,2,1,4,24.0,San Pedro Garza García,2,0,2,5.089634,0.506265192,6,2.30674,25948,11248.775327952002
974,6,43.52159765578896,4,2,0,2,24.0,San Pedro Garza García,2,0,4,7.007590499999999,14.622,6,2.30674,25948,11248.775327952002
975,6,46.913943275301904,3,2,2,6,24.0,San Pedro Garza García,3,0,3,17.233306333333335,-1.0,6,2.30674,25948,11248.775327952002
976,6,42.18202271129366,3,2,1,4,24.0,San Pedro Garza García,1,0,1,19.37297,0.506265192,6,2.30674,25948,11248.775327952002
977,6,34.15782788864021,5,2,1,5,24.0,San Pedro Garza García,1,0,2,0.506265192,0.506265192,6,2.30674,25948,11248.775327952002
978,423,120.71342240036584,2,1,2,6,11.0,Monterrey,2,0,2,12.74448,-1.0,423,2.713319,17129,6312.932611314777
979,423,109.64294196312473,3,1,4,6,11.0,Monterrey,1,1,3,5.0793054215,-1.0,423,2.713319,17129,6312.932611314777
980,77,1.0,3,1,2,4,81.0,Hidalgo,2,0,3,-1.0,-1.0,77,1.081584,725,670.3131703131703
981,423,128.2029413084177,4,1,1,5,11.0,Monterrey,1,0,2,7.874448,-1.0,423,2.713319,17129,6312.932611314777
982,423,120.71342240036584,3,1,1,5,11.0,Monterrey,2,0,2,13.6885695,-1.0,423,2.713319,17129,6312.932611314777
983,77,1.0,5,1,1,4,81.0,Hidalgo,1,1,4,-1.0,-1.0,77,1.081584,725,670.3131703131703
984,8,34.30256444749038,4,1,0,2,24.0,San Pedro Garza García,2,0,2,1.0895262395,0.6899847395,8,1.954148,4228,2163.602756802453
985,8,53.17484054063804,3,1,2,4,24.0,San Pedro Garza García,1,0,2,7.469802,-1.0,8,1.954148,4228,2163.602756802453
986,423,120.71342240036584,1,1,1,5,11.0,Monterrey,1,0,1,15.81824,-1.0,423,2.713319,17129,6312.932611314777
987,423,130.6994476111017,4,1,2,5,11.0,Monterrey,1,1,3,7.988293,9.609539,423,2.713319,17129,6312.932611314777
988,77,1.0,2,1,1,4,81.0,Hidalgo,0,1,2,-1.0,-1.0,77,1.081584,725,670.3131703131703
989,77,15.23294771611078,5,1,0,2,81.0,Hidalgo,1,1,3,11.207,2.311,77,1.081584,725,670.3131703131703
990,423,128.2029413084177,5,1,2,6,11.0,Monterrey,1,0,2,14.89059,-1.0,423,2.713319,17129,6312.932611314777
991,423,120.7134224003658,3,1,3,5,11.0,Monterrey,2,0,3,8.466072,-1.0,423,2.713319,17129,6312.932611314777
992,75,1.0,3,1,1,4,81.0,Hidalgo,0,3,3,-1.0,-1.0,75,1.643266,1017,618.8894555111589
993,423,115.29114626783957,4,1,2,6,11.0,Monterrey,1,0,2,13.95441,4.064959,423,2.713319,17129,6312.932611314777
994,423,135.6924602164696,1,1,1,4,11.0,Monterrey,0,0,1,-1.0,-1.0,423,2.713319,17129,6312.932611314777
995,423,135.6924602164696,2,1,1,6,11.0,Monterrey,1,0,2,-1.0,-1.0,423,2.713319,17129,6312.932611314777
996,673,108.56626148991526,4,1,0,2,33.0,General Escobedo,0,1,2,4.075,-1.0,673,0.496942,7462,15015.836858224904
997,77,1.0,2,1,1,4,81.0,Hidalgo,1,0,2,-1.0,-1.0,77,1.081584,725,670.3131703131703
998,10,71.12462764860977,1,1,0,2,21.0,San Pedro Garza García,0,0,1,-1.0,-1.0,10,1.618315,8018,4954.536045207516
999,423,128.2029413084177,4,1,2,6,11.0,Monterrey,1,0,2,7.053357,-1.0,423,2.713319,17129,6312.932611314777
1000,423,135.6924602164696,1,1,1,4,11.0,Monterrey,0,0,1,-1.0,-1.0,423,2.713319,17129,6312.932611314777
1001,426,187.78423037884875,5,1,0,4,12.0,Monterrey,2,0,4,4.746021744999999,-1.0,426,0.962617,14067,14613.28856648075
1002,109,128.91547228368992,5,1,2,5,61.0,Juárez,3,1,5,20.61884,-1.0,109,0.795288,6680,8399.472895353632
1003,11,91.87131836135433,5,1,2,5,22.0,San Pedro Garza García,4,0,5,4.266576000000001,-1.0,11,1.244855,2848,2287.8166533451686
1004,11,87.09039180809117,3,1,1,4,22.0,San Pedro Garza García,2,0,3,8.1081315,5.666,11,1.244855,2848,2287.8166533451686
1005,109,129.8633801681288,2,1,1,2,61.0,Juárez,1,0,2,11.887,-1.0,109,0.795288,6680,8399.472895353632
1006,109,129.8633801681288,3,1,3,6,61.0,Juárez,2,1,3,26.52776,-1.0,109,0.795288,6680,8399.472895353632
1007,109,129.8633801681288,2,1,1,5,61.0,Juárez,0,1,2,26.17514,-1.0,109,0.795288,6680,8399.472895353632
1008,456,168.00673686131086,3,1,2,5,52.0,Guadalupe,1,0,2,8.233095,2.425,456,1.192424,2989,2506.6587052927484
1009,456,186.82230615706607,4,1,4,6,52.0,Guadalupe,0,2,4,6.722,8.884549,456,1.192424,2989,2506.6587052927484
1010,456,197.73632404253047,2,1,2,5,52.0,Guadalupe,0,0,2,-1.0,-1.0,456,1.192424,2989,2506.6587052927484
1011,426,217.55618399073344,4,1,0,4,12.0,Monterrey,2,1,4,1.13434783,-1.0,426,0.962617,14067,14613.28856648075
1012,109,129.8633801681288,2,1,2,5,61.0,Juárez,2,0,2,-1.0,-1.0,109,0.795288,6680,8399.472895353632
1013,109,145.97781420359004,3,1,1,5,61.0,Juárez,0,1,2,3.822,-1.0,109,0.795288,6680,8399.472895353632
1014,109,78.02011048843224,1,1,1,4,61.0,Juárez,0,1,1,-1.0,-1.0,109,0.795288,6680,8399.472895353632
1015,109,129.8633801681288,4,1,2,5,61.0,Juárez,1,1,2,27.76291,-1.0,109,0.795288,6680,8399.472895353632
1016,456,197.73632404253047,2,1,1,5,52.0,Guadalupe,0,0,2,-1.0,-1.0,456,1.192424,2989,2506.6587052927484
1017,456,186.82230615706607,4,1,2,5,52.0,Guadalupe,0,1,2,13.7371,-1.0,456,1.192424,2989,2506.6587052927484
1018,456,186.82230615706607,2,1,2,5,52.0,Guadalupe,1,0,2,6.706,-1.0,456,1.192424,2989,2506.6587052927484
1019,10,97.4407398785954,1,1,1,3,21.0,San Pedro Garza García,0,1,1,9.371428,-1.0,10,1.618315,8018,4954.536045207516
1020,109,1.0,2,1,1,3,61.0,Juárez,0,0,2,-1.0,-1.0,109,0.795288,6680,8399.472895353632
1021,426,168.84800546669592,2,1,0,3,12.0,Monterrey,0,1,2,0.32704349,-1.0,426,0.962617,14067,14613.28856648075
1022,704,119.10222779484376,5,1,0,4,33.0,General Escobedo,1,0,2,24.11,15.71,704,2.519391,28207,11195.959658504773
1023,8,54.753840213019465,2,1,2,6,24.0,San Pedro Garza García,1,0,2,1.713083,-1.0,8,1.954148,4228,2163.602756802453
1024,109,94.79078844388964,4,1,1,5,61.0,Juárez,1,0,3,7.187,22.585,109,0.795288,6680,8399.472895353632
1025,8,54.114104622901706,5,1,3,6,24.0,San Pedro Garza García,4,0,5,9.552278,-1.0,8,1.954148,4228,2163.602756802453
1026,8,51.5551622624307,2,1,2,6,24.0,San Pedro Garza García,1,0,2,11.73229,-1.0,8,1.954148,4228,2163.602756802453
1027,127,75.19214453104557,1,1,0,2,62.0,Juárez,0,1,1,11.641,-1.0,127,0.94903,3969,4182.1649473673115
1028,8,51.55516226243069,5,1,1,6,24.0,San Pedro Garza García,1,0,2,-1.0,7.296907,8,1.954148,4228,2163.602756802453
1029,426,251.21310905002804,2,1,0,3,12.0,Monterrey,1,0,2,0.32704349,-1.0,426,0.962617,14067,14613.28856648075
1030,426,275.52207247182344,2,1,0,4,12.0,Monterrey,1,0,2,10.412,-1.0,426,0.962617,14067,14613.28856648075
1031,423,128.2029413084177,5,1,2,5,11.0,Monterrey,1,0,2,7.611825,-1.0,423,2.713319,17129,6312.932611314777
1032,423,115.7204097949979,3,1,2,6,11.0,Monterrey,1,0,2,3.472,3.84699,423,2.713319,17129,6312.932611314777
1033,127,75.19214453104557,2,1,0,3,62.0,Juárez,0,2,2,7.676,-1.0,127,0.94903,3969,4182.1649473673115
1034,8,51.55516226243069,5,1,4,6,24.0,San Pedro Garza García,2,0,3,9.921974,2.425835,8,1.954148,4228,2163.602756802453
1035,8,57.95251816360823,3,1,2,6,24.0,San Pedro Garza García,3,0,3,11.73229,-1.0,8,1.954148,4228,2163.602756802453
1036,423,135.6924602164696,3,1,5,6,11.0,Monterrey,1,1,3,-1.0,-1.0,423,2.713319,17129,6312.932611314777
1037,423,135.6924602164696,2,1,2,6,11.0,Monterrey,1,1,2,-1.0,-1.0,423,2.713319,17129,6312.932611314777
1038,8,51.5551622624307,1,1,1,6,24.0,San Pedro Garza García,0,0,1,-1.0,-1.0,8,1.954148,4228,2163.602756802453
1039,127,61.88891896016828,2,1,1,3,62.0,Juárez,1,1,2,-1.0,-1.0,127,0.94903,3969,4182.1649473673115
1040,8,57.95251816360823,1,1,1,5,24.0,San Pedro Garza García,1,0,1,-1.0,-1.0,8,1.954148,4228,2163.602756802453
1041,426,281.04513807120134,3,1,1,4,12.0,Monterrey,1,0,3,0.32704349,-1.0,426,0.962617,14067,14613.28856648075
1042,426,260.5308944163692,3,1,0,2,12.0,Monterrey,0,1,3,6.347,-1.0,426,0.962617,14067,14613.28856648075
1043,127,68.54053174560693,3,1,0,2,62.0,Juárez,0,1,2,3.04,-1.0,127,0.94903,3969,4182.1649473673115
1044,426,208.29847403368092,1,1,1,4,12.0,Monterrey,1,0,1,0.32704349,-1.0,426,0.962617,14067,14613.28856648075
1045,426,168.84800546669592,2,1,0,3,12.0,Monterrey,0,1,2,0.32704349,-1.0,426,0.962617,14067,14613.28856648075
1046,127,98.7303300007018,3,1,1,4,62.0,Juárez,2,0,2,10.8025,-1.0,127,0.94903,3969,4182.1649473673115
1047,440,135.6924602164696,2,1,2,5,11.0,Monterrey,0,0,2,-1.0,-1.0,440,2.993159,16275,5437.399082374174
1048,440,72.52294327253871,4,1,0,3,11.0,Monterrey,1,0,2,0.576691618,-1.0,440,2.993159,16275,5437.399082374174
1049,440,120.71342240036584,2,1,1,5,11.0,Monterrey,1,0,2,10.50478,-1.0,440,2.993159,16275,5437.399082374174
1050,440,120.71342240036584,4,1,2,6,11.0,Monterrey,1,0,2,9.357156,-1.0,440,2.993159,16275,5437.399082374174
1051,127,1.0,1,1,0,3,62.0,Juárez,0,0,1,-1.0,-1.0,127,0.94903,3969,4182.1649473673115
1052,440,72.52294327253871,2,1,0,2,11.0,Monterrey,0,0,2,-1.0,-1.0,440,2.993159,16275,5437.399082374174
1053,440,94.55094006092662,4,1,0,2,11.0,Monterrey,0,0,2,-1.0,14.6545,440,2.993159,16275,5437.399082374174
1054,127,115.7959025778102,2,1,0,2,62.0,Juárez,1,1,2,-1.0,-1.0,127,0.94903,3969,4182.1649473673115
1055,127,68.54053174560693,3,1,0,2,62.0,Juárez,2,0,2,9.611,0.324727236,127,0.94903,3969,4182.1649473673115
1056,704,1.0,4,1,1,5,33.0,General Escobedo,2,1,3,-1.0,-1.0,704,2.519391,28207,11195.959658504773
1057,127,61.88891896016828,2,1,1,2,62.0,Juárez,1,0,2,0.4,-1.0,127,0.94903,3969,4182.1649473673115
1058,98,75.19214453104557,6,1,0,4,62.0,Juárez,1,1,3,1.327,-1.0,98,0.80736,9629,11926.525961157353
1059,441,88.1119871535517,3,1,0,2,11.0,Monterrey,2,0,3,4.062353,-1.0,441,5.059414,22587,4464.351009820504
1060,441,88.46782402474874,6,1,1,4,11.0,Monterrey,2,1,5,9.7145956865,11.0713856865,441,5.059414,22587,4464.351009820504
1061,441,92.51758651122928,5,1,1,4,11.0,Monterrey,0,2,2,3.1258856865,14.62231,441,5.059414,22587,4464.351009820504
1062,441,104.6499293577568,4,1,1,4,11.0,Monterrey,2,0,3,10.9849156865,0.749771373,441,5.059414,22587,4464.351009820504
1063,98,1.0,2,1,0,4,62.0,Juárez,1,0,2,-1.0,-1.0,98,0.80736,9629,11926.525961157353
1064,98,96.07242466620517,4,1,0,2,62.0,Juárez,0,0,3,-1.0,0.472,98,0.80736,9629,11926.525961157353
1065,441,120.71342240036584,3,1,1,3,11.0,Monterrey,1,0,2,14.94912,-1.0,441,5.059414,22587,4464.351009820504
1066,441,90.75534676815826,7,1,0,3,11.0,Monterrey,2,0,4,9.0313856865,1.4258856865,441,5.059414,22587,4464.351009820504
1067,441,88.1119871535517,2,1,0,2,11.0,Monterrey,0,0,2,-1.0,-1.0,441,5.059414,22587,4464.351009820504
1068,441,105.9301890001588,8,1,0,4,11.0,Monterrey,4,0,5,6.8813856865,31.149,441,5.059414,22587,4464.351009820504
1069,441,88.1119871535517,4,1,1,3,11.0,Monterrey,0,1,2,0.749771373,-1.0,441,5.059414,22587,4464.351009820504
1070,98,75.19214453104557,3,1,0,3,62.0,Juárez,2,1,3,5.315,-1.0,98,0.80736,9629,11926.525961157353
1071,98,61.88891896016828,4,1,0,3,62.0,Juárez,0,3,4,34.684,-1.0,98,0.80736,9629,11926.525961157353
1072,441,120.71342240036584,3,1,0,2,11.0,Monterrey,0,1,2,5.502,-1.0,441,5.059414,22587,4464.351009820504
1073,441,93.7827842754854,2,1,0,2,11.0,Monterrey,0,1,1,0.749771373,0.749771373,441,5.059414,22587,4464.351009820504
1074,98,75.19214453104557,2,1,0,4,62.0,Juárez,0,0,2,-1.0,-1.0,98,0.80736,9629,11926.525961157353
1075,441,128.2029413084177,6,1,1,4,11.0,Monterrey,0,1,3,8.11992,-1.0,441,5.059414,22587,4464.351009820504
1076,441,124.45818185439175,5,1,1,4,11.0,Monterrey,3,1,5,10.4008856865,-1.0,441,5.059414,22587,4464.351009820504
1077,98,115.7959025778102,1,1,0,3,62.0,Juárez,0,0,1,34.684,-1.0,98,0.80736,9629,11926.525961157353
1078,98,1.0,3,1,1,3,62.0,Juárez,0,1,2,-1.0,-1.0,98,0.80736,9629,11926.525961157353
1079,704,98.03029518498678,2,1,1,3,33.0,General Escobedo,1,0,2,-1.0,-1.0,704,2.519391,28207,11195.959658504773
1080,156,32.805390331136344,2,1,1,2,161.0,Santiago,0,0,2,-1.0,-1.0,156,2.071929,2329,1124.0732669893612
1081,156,36.87613219704377,2,1,3,5,161.0,Santiago,1,1,2,-1.0,-1.0,156,2.071929,2329,1124.0732669893612
1082,156,19.709021703714704,1,1,1,3,161.0,Santiago,0,0,1,-1.0,-1.0,156,2.071929,2329,1124.0732669893612
1083,156,32.805390331136344,1,1,1,3,161.0,Santiago,0,1,1,39.54848,-1.0,156,2.071929,2329,1124.0732669893612
1084,98,103.01323800753244,2,1,0,2,62.0,Juárez,0,1,2,26.12517,-1.0,98,0.80736,9629,11926.525961157353
1085,156,28.439934121995798,4,1,1,4,161.0,Santiago,0,2,4,55.489,2.588485,156,2.071929,2329,1124.0732669893612
1086,156,32.805390331136344,3,1,1,4,161.0,Santiago,1,0,2,2.588485,-1.0,156,2.071929,2329,1124.0732669893612
1087,156,23.94554038769076,1,1,0,2,161.0,Santiago,0,0,1,-1.0,-1.0,156,2.071929,2329,1124.0732669893612
1088,98,75.19214453104557,5,1,1,4,62.0,Juárez,2,0,2,27.913,-1.0,98,0.80736,9629,11926.525961157353
1089,98,61.88891896016828,2,1,0,4,62.0,Juárez,0,0,1,-1.0,-1.0,98,0.80736,9629,11926.525961157353
1090,77,22.70925633913767,3,1,1,4,81.0,Hidalgo,1,0,3,0.346664103,-1.0,77,1.081584,725,670.3131703131703
1091,77,18.67422387244039,5,1,1,2,81.0,Hidalgo,1,1,4,24.809,0.898,77,1.081584,725,670.3131703131703
1092,453,197.73632404253047,2,1,3,6,52.0,Guadalupe,1,0,2,-1.0,-1.0,453,0.85089,2667,3134.365194090893
1093,453,1.0,2,1,2,6,52.0,Guadalupe,0,0,2,-1.0,-1.0,453,0.85089,2667,3134.365194090893
1094,453,175.90828827160178,4,1,3,6,52.0,Guadalupe,1,0,4,6.748609,-1.0,453,0.85089,2667,3134.365194090893
1095,453,197.73632404253047,2,1,1,4,52.0,Guadalupe,0,1,2,10.72617,-1.0,453,0.85089,2667,3134.365194090893
1096,77,18.67422387244039,4,1,1,4,81.0,Hidalgo,1,0,2,12.296,37.557,77,1.081584,725,670.3131703131703
1097,75,16.006768385841152,3,1,1,4,81.0,Hidalgo,1,0,2,-1.0,43.781,75,1.643266,1017,618.8894555111589
1098,75,22.70925633913767,3,1,2,4,81.0,Hidalgo,2,0,3,12.744,-1.0,75,1.643266,1017,618.8894555111589
1099,398,129.09159616562803,4,1,0,2,52.0,Guadalupe,1,0,2,5.576,-1.0,398,0.848612,8938,10532.493059254406
1100,398,159.7759541422578,4,1,0,4,52.0,Guadalupe,3,0,4,2.4163333333333337,-1.0,398,0.848612,8938,10532.493059254406
1101,77,1.0,2,1,1,3,81.0,Hidalgo,1,0,2,-1.0,-1.0,77,1.081584,725,670.3131703131703
1102,77,1.0,2,1,0,2,81.0,Hidalgo,0,0,2,-1.0,-1.0,77,1.081584,725,670.3131703131703
1103,226,100.7004156912491,2,1,0,4,171.0,Santa Catarina,1,0,2,8.252,-1.0,226,1.8213,9211,5057.376599132488
1104,704,120.93456976091828,5,1,1,3,33.0,General Escobedo,0,1,4,12.215,-1.0,704,2.519391,28207,11195.959658504773
1105,77,1.0,2,1,0,2,81.0,Hidalgo,1,0,2,-1.0,-1.0,77,1.081584,725,670.3131703131703
1106,453,175.90828827160178,5,1,4,6,52.0,Guadalupe,1,1,3,3.351634,1.057,453,0.85089,2667,3134.365194090893
1107,453,190.4603121188876,4,1,4,6,52.0,Guadalupe,1,1,4,6.3607145,7.497819,453,0.85089,2667,3134.365194090893
1108,453,175.90828827160178,4,1,2,6,52.0,Guadalupe,1,0,2,6.738795,-1.0,453,0.85089,2667,3134.365194090893
1109,453,197.73632404253047,2,1,3,5,52.0,Guadalupe,0,0,2,-1.0,-1.0,453,0.85089,2667,3134.365194090893
1110,453,175.90828827160178,2,1,2,6,52.0,Guadalupe,0,1,2,15.34032,-1.0,453,0.85089,2667,3134.365194090893
1111,453,1.0,2,1,2,5,52.0,Guadalupe,0,0,2,-1.0,-1.0,453,0.85089,2667,3134.365194090893
1112,453,186.82230615706607,5,1,3,6,52.0,Guadalupe,1,0,5,8.182,3.366,453,0.85089,2667,3134.365194090893
1113,453,183.18430019524467,4,1,4,6,52.0,Guadalupe,0,1,3,3.366,5.4319095,453,0.85089,2667,3134.365194090893
1114,453,181.365297214334,5,1,2,6,52.0,Guadalupe,1,0,2,10.72617,1.057,453,0.85089,2667,3134.365194090893
1115,453,175.90828827160178,4,1,2,6,52.0,Guadalupe,1,0,2,10.72617,1.057,453,0.85089,2667,3134.365194090893
1116,453,175.90828827160178,4,1,3,6,52.0,Guadalupe,1,0,3,5.042825,19.29563,453,0.85089,2667,3134.365194090893
1117,453,197.73632404253047,2,1,2,6,52.0,Guadalupe,1,0,2,-1.0,-1.0,453,0.85089,2667,3134.365194090893
1118,448,175.90828827160178,5,1,3,6,52.0,Guadalupe,1,0,3,11.44138,-1.0,448,0.461833,3169,6861.7877024812
1119,448,197.73632404253047,2,1,2,5,52.0,Guadalupe,0,0,2,-1.0,-1.0,448,0.461833,3169,6861.7877024812
1120,448,197.73632404253047,2,1,2,5,52.0,Guadalupe,0,0,2,-1.0,-1.0,448,0.461833,3169,6861.7877024812
1121,448,158.59895221343322,4,1,2,6,52.0,Guadalupe,1,0,2,17.894,2.952,448,0.461833,3169,6861.7877024812
1122,77,16.86593775851164,4,1,1,5,81.0,Hidalgo,3,0,4,14.6155,-1.0,77,1.081584,725,670.3131703131703
1123,453,175.90828827160178,4,1,2,6,52.0,Guadalupe,2,0,3,10.06777,-1.0,453,0.85089,2667,3134.365194090893
1124,453,186.82230615706607,3,1,3,6,52.0,Guadalupe,2,0,3,10.72617,-1.0,453,0.85089,2667,3134.365194090893
1125,453,1.0,2,1,2,6,52.0,Guadalupe,0,0,2,-1.0,-1.0,453,0.85089,2667,3134.365194090893
