HouseholdId,HouseholdZone,ExpansionFactor,NumberOfPersons,DwellingType,Vehicles,IncomeClass,MACROZONA,MUNICIPIO,NumberOfFormalWorkers,NumberOfInformalWorkers,NumberOfLicenses,DistanceEmployment,DistanceSchool,ZONA,AREA,POBTOT,ZoneDensity
11697,649,246.91198879356892,1,1,0,3,42.0,San Nicolás de los Garza,0,0,1,-1.0,-1.0,649,1.226673,14242,11610.266142647633
11698,573,1.0,1,1,1,5,16.0,Monterrey,0,0,1,-1.0,-1.0,573,2.010296,12177,6057.316932431841
11699,647,175.39709704701622,2,1,1,5,41.0,San Nicolás de los Garza,0,0,2,-1.0,-1.0,647,1.801572,4045,2245.2613606339355
11700,647,207.614301313437,1,1,1,5,41.0,San Nicolás de los Garza,0,1,1,20.6,-1.0,647,1.801572,4045,2245.2613606339355
11701,618,106.34190927058096,5,1,0,3,31.0,General Escobedo,1,0,2,0.9,-1.0,618,0.579147,4182,7220.964625561386
11702,573,491.67292442848645,2,1,1,4,16.0,Monterrey,0,0,2,-1.0,-1.0,573,2.010296,12177,6057.316932431841
11703,647,184.69583948013556,5,1,1,6,41.0,San Nicolás de los Garza,1,0,2,24.32182,1.005,647,1.801572,4045,2245.2613606339355
11704,647,184.69583948013556,2,1,1,4,41.0,San Nicolás de los Garza,0,0,2,-1.0,-1.0,647,1.801572,4045,2245.2613606339355
11705,647,184.69583948013556,4,1,1,5,41.0,San Nicolás de los Garza,1,0,2,-1.0,1.343,647,1.801572,4045,2245.2613606339355
11706,647,182.14934372087976,2,1,2,6,41.0,San Nicolás de los Garza,1,0,2,13.57615,-1.0,647,1.801572,4045,2245.2613606339355
11707,573,1.0,2,1,1,4,16.0,Monterrey,1,1,2,-1.0,-1.0,573,2.010296,12177,6057.316932431841
11708,572,491.67292442848645,2,1,0,4,16.0,Monterrey,1,0,2,-1.0,-1.0,572,1.672938,2838,1696.4167231541157
11709,572,378.33273730373793,5,1,1,4,16.0,Monterrey,2,0,3,3.151007,3.324,572,1.672938,2838,1696.4167231541157
11710,572,378.33273730373793,6,1,1,5,16.0,Monterrey,2,0,4,7.604549500000001,-1.0,572,1.672938,2838,1696.4167231541157
11711,260,158.37824132364858,4,1,2,5,72.0,Apodaca,2,0,4,11.502555,8.474,260,1.434571,6746,4702.451116047933
11712,572,324.1799501726284,2,1,1,4,16.0,Monterrey,1,0,2,3.151007,-1.0,572,1.672938,2838,1696.4167231541157
11713,572,1.0,4,1,1,4,16.0,Monterrey,1,0,4,-1.0,-1.0,572,1.672938,2838,1696.4167231541157
11714,572,324.1799501726284,3,1,1,6,16.0,Monterrey,1,0,3,6.118,-1.0,572,1.672938,2838,1696.4167231541157
11715,572,319.2681327457704,1,1,0,3,16.0,Monterrey,0,0,1,-1.0,-1.0,572,1.672938,2838,1696.4167231541157
11716,321,246.91198879356892,2,1,1,4,42.0,San Nicolás de los Garza,0,0,2,-1.0,-1.0,321,1.456025,12283,8435.981525042496
11717,618,1.0,1,1,0,2,31.0,General Escobedo,0,0,1,-1.0,-1.0,618,0.579147,4182,7220.964625561386
11718,572,437.3973418617055,2,1,0,3,16.0,Monterrey,1,0,2,3.151007,-1.0,572,1.672938,2838,1696.4167231541157
11719,572,291.0251825413369,5,1,1,5,16.0,Monterrey,1,1,3,4.676,-1.0,572,1.672938,2838,1696.4167231541157
11720,572,437.3973418617055,5,1,2,6,16.0,Monterrey,1,1,3,6.683535,-1.0,572,1.672938,2838,1696.4167231541157
11721,464,72.52294327253871,3,1,2,5,11.0,Monterrey,0,3,3,-1.0,-1.0,464,2.396564,2588,1079.8793606179513
11722,464,72.52294327253871,4,1,2,6,11.0,Monterrey,0,2,3,-1.0,-1.0,464,2.396564,2588,1079.8793606179513
11723,464,120.71342240036584,3,1,2,5,11.0,Monterrey,1,1,3,-1.0,26.82311,464,2.396564,2588,1079.8793606179513
11724,321,160.33246025556426,2,1,1,3,42.0,San Nicolás de los Garza,1,0,2,0.402219537,-1.0,321,1.456025,12283,8435.981525042496
11725,321,160.33246025556426,3,1,1,4,42.0,San Nicolás de los Garza,2,0,3,22.619,-1.0,321,1.456025,12283,8435.981525042496
11726,321,199.8811337852701,3,1,1,5,42.0,San Nicolás de los Garza,0,0,3,-1.0,12.31296,321,1.456025,12283,8435.981525042496
11727,464,128.2029413084177,3,1,2,6,11.0,Monterrey,0,0,3,-1.0,5.627115,464,2.396564,2588,1079.8793606179513
11728,321,219.65547055012303,3,1,3,5,42.0,San Nicolás de los Garza,1,0,3,0.402219537,-1.0,321,1.456025,12283,8435.981525042496
11729,464,128.2029413084177,3,1,2,6,11.0,Monterrey,0,1,3,2.887,-1.0,464,2.396564,2588,1079.8793606179513
11730,321,175.81070930331296,3,1,1,4,42.0,San Nicolás de los Garza,0,2,3,8.55374,-1.0,321,1.456025,12283,8435.981525042496
11731,464,120.71342240036584,2,1,1,5,11.0,Monterrey,0,1,1,2.887,-1.0,464,2.396564,2588,1079.8793606179513
11732,321,146.1492041560336,3,1,0,3,42.0,San Nicolás de los Garza,1,0,2,11.09,-1.0,321,1.456025,12283,8435.981525042496
11733,321,1.0,2,1,1,4,42.0,San Nicolás de los Garza,0,2,2,-1.0,-1.0,321,1.456025,12283,8435.981525042496
11734,464,113.22390349231394,3,1,2,6,11.0,Monterrey,1,0,3,0.516027992,-1.0,464,2.396564,2588,1079.8793606179513
11735,618,86.20139615115275,1,1,0,1,31.0,General Escobedo,0,0,1,-1.0,-1.0,618,0.579147,4182,7220.964625561386
11736,464,135.6924602164696,2,1,2,5,11.0,Monterrey,0,0,2,-1.0,-1.0,464,2.396564,2588,1079.8793606179513
11737,439,120.71342240036584,2,1,2,6,11.0,Monterrey,1,0,2,0.943,-1.0,439,1.118773,1884,1683.9877258389324
11738,464,120.71342240036584,4,1,4,5,11.0,Monterrey,1,0,2,2.887,2.887,464,2.396564,2588,1079.8793606179513
11739,464,115.29114626783957,3,1,2,6,11.0,Monterrey,1,1,2,14.07025,2.887,464,2.396564,2588,1079.8793606179513
11740,464,135.6924602164696,2,1,2,5,11.0,Monterrey,0,0,2,-1.0,-1.0,464,2.396564,2588,1079.8793606179513
11741,464,120.7134224003658,4,1,3,6,11.0,Monterrey,1,0,2,-1.0,3.076333333333333,464,2.396564,2588,1079.8793606179513
11742,432,1.0,4,1,2,6,12.0,Monterrey,2,0,2,-1.0,-1.0,432,2.609762,14118,5409.688699582567
11743,432,1.0,5,1,4,5,12.0,Monterrey,2,0,3,-1.0,-1.0,432,2.609762,14118,5409.688699582567
11744,688,124.45000339179144,4,1,2,4,72.0,Apodaca,1,0,3,0.452,8.1815,688,2.188701,20231,9243.382261898725
11745,688,198.60703946306504,1,1,0,2,72.0,Apodaca,0,0,1,-1.0,-1.0,688,2.188701,20231,9243.382261898725
11746,688,151.4240831791202,5,1,1,5,72.0,Apodaca,0,2,2,0.493141967,6.853666666666666,688,2.188701,20231,9243.382261898725
11747,432,281.04513807120134,4,1,2,6,12.0,Monterrey,2,0,2,9.890643,-1.0,432,2.609762,14118,5409.688699582567
11748,688,204.7682067456784,5,1,2,5,72.0,Apodaca,1,0,3,22.72519,-1.0,688,2.188701,20231,9243.382261898725
11749,688,144.9686419438431,2,1,1,4,72.0,Apodaca,1,0,2,37.503,-1.0,688,2.188701,20231,9243.382261898725
11750,688,128.61320541684543,4,1,0,3,72.0,Apodaca,2,1,3,-1.0,0.452,688,2.188701,20231,9243.382261898725
11751,432,1.0,8,1,2,6,12.0,Monterrey,1,2,6,-1.0,-1.0,432,2.609762,14118,5409.688699582567
11752,652,143.48101546280657,3,1,1,4,31.0,General Escobedo,1,0,2,1.315,-1.0,652,0.962757,13349,13865.388670245971
11753,432,281.04513807120134,3,1,1,5,12.0,Monterrey,1,0,2,5.098653,-1.0,432,2.609762,14118,5409.688699582567
11754,432,1.0,2,1,2,5,12.0,Monterrey,0,0,2,-1.0,-1.0,432,2.609762,14118,5409.688699582567
11755,280,144.9686419438431,2,1,1,4,72.0,Apodaca,0,0,2,-1.0,-1.0,280,0.568314,8304,14611.64074789641
11756,432,1.0,2,1,2,4,12.0,Monterrey,1,0,2,-1.0,-1.0,432,2.609762,14118,5409.688699582567
11757,432,168.84800546669592,3,1,3,6,12.0,Monterrey,3,0,3,-1.0,-1.0,432,2.609762,14118,5409.688699582567
11758,432,269.42040000012975,3,1,4,6,12.0,Monterrey,1,1,3,-1.0,-1.0,432,2.609762,14118,5409.688699582567
11759,432,1.0,2,1,1,5,12.0,Monterrey,1,0,2,-1.0,-1.0,432,2.609762,14118,5409.688699582567
11760,432,168.84800546669592,2,1,0,4,12.0,Monterrey,0,0,2,-1.0,-1.0,432,2.609762,14118,5409.688699582567
11761,432,315.9193522844161,3,1,1,5,12.0,Monterrey,1,0,3,-1.0,-1.0,432,2.609762,14118,5409.688699582567
11762,432,1.0,2,1,1,5,12.0,Monterrey,1,0,2,-1.0,-1.0,432,2.609762,14118,5409.688699582567
11763,667,186.80245004763785,4,1,1,5,72.0,Apodaca,2,0,4,15.480223333333331,23.2878,667,0.80107,12562,15681.5259590298
11764,432,1.0,4,1,2,6,12.0,Monterrey,2,1,4,-1.0,-1.0,432,2.609762,14118,5409.688699582567
11765,652,1.0,1,1,0,2,31.0,General Escobedo,0,0,1,-1.0,-1.0,652,0.962757,13349,13865.388670245971
11766,432,243.6460938696995,5,1,3,6,12.0,Monterrey,2,0,3,18.676415,-1.0,432,2.609762,14118,5409.688699582567
11767,632,161.36010773722182,7,1,1,5,41.0,San Nicolás de los Garza,2,3,7,11.818515,-1.0,632,0.77717,11373,14633.863890783226
11768,632,184.69583948013556,3,1,1,4,41.0,San Nicolás de los Garza,1,0,3,8.871609,-1.0,632,0.77717,11373,14633.863890783226
11769,675,128.61320541684543,4,1,1,4,72.0,Apodaca,0,1,2,8.315,0.4,675,0.588212,8320,14144.560124580934
11770,638,134.81448137236168,3,1,0,3,41.0,San Nicolás de los Garza,1,0,3,7.153256,-1.0,638,0.767962,8648,11260.973850268632
11771,667,165.37576615593795,6,1,2,5,72.0,Apodaca,3,0,4,6.148983,0.298341713,667,0.80107,12562,15681.5259590298
11772,667,135.79658748239612,4,1,0,2,72.0,Apodaca,1,0,3,11.969,0.298341713,667,0.80107,12562,15681.5259590298
11773,667,158.9636916084218,8,1,1,4,72.0,Apodaca,4,0,6,18.4481,0.6286708565,667,0.80107,12562,15681.5259590298
11774,667,137.0776818346066,10,1,1,3,72.0,Apodaca,2,1,6,6.2160115,2.8594050278000003,667,0.80107,12562,15681.5259590298
11775,638,135.54040550282824,5,1,2,4,41.0,San Nicolás de los Garza,1,1,3,7.117983,0.861,638,0.767962,8648,11260.973850268632
11776,668,198.60703946306504,2,1,0,4,72.0,Apodaca,1,0,2,6.960889,-1.0,668,0.525686,7857,14946.184604497743
11777,668,1.0,2,1,0,2,72.0,Apodaca,0,0,2,-1.0,-1.0,668,0.525686,7857,14946.184604497743
11778,667,132.14449284881084,4,1,0,4,72.0,Apodaca,2,0,2,4.57154,2.54977,667,0.80107,12562,15681.5259590298
11779,667,162.84810778358374,4,1,1,4,72.0,Apodaca,2,0,4,10.044355,-1.0,667,0.80107,12562,15681.5259590298
11780,667,137.5343526133896,2,1,2,5,72.0,Apodaca,1,0,2,42.84565,-1.0,667,0.80107,12562,15681.5259590298
11781,667,167.9171192717956,5,1,2,5,72.0,Apodaca,2,0,2,2.798113904333333,9.775666666666666,667,0.80107,12562,15681.5259590298
11782,638,110.96268851417462,1,1,1,4,41.0,San Nicolás de los Garza,0,0,1,-1.0,-1.0,638,0.767962,8648,11260.973850268632
11783,638,147.28482089930517,5,1,1,6,41.0,San Nicolás de los Garza,4,0,5,7.3157645,-1.0,638,0.767962,8648,11260.973850268632
11784,638,134.81448137236168,3,1,0,4,41.0,San Nicolás de los Garza,2,0,3,11.5965,-1.0,638,0.767962,8648,11260.973850268632
11785,652,130.56423304887994,3,1,1,5,31.0,General Escobedo,3,0,3,9.459387333333334,-1.0,652,0.962757,13349,13865.388670245971
11786,377,1.0,3,1,0,2,17.0,Monterrey,1,0,3,-1.0,-1.0,377,2.493667,28834,11562.89111577448
11787,639,177.95511541151745,5,1,2,5,41.0,San Nicolás de los Garza,2,0,5,6.220424,4.550924,639,1.430826,18288,12781.42834977838
11788,639,159.7551604262486,5,1,1,5,41.0,San Nicolás de los Garza,1,0,2,12.41474,15.72392,639,1.430826,18288,12781.42834977838
11789,377,1.0,3,1,0,3,17.0,Monterrey,0,0,3,-1.0,-1.0,377,2.493667,28834,11562.89111577448
11790,639,184.69583948013556,3,1,1,5,41.0,San Nicolás de los Garza,1,0,2,12.10027,-1.0,639,1.430826,18288,12781.42834977838
11791,377,1141.2660994147582,2,1,1,4,17.0,Monterrey,0,1,2,20.75606,-1.0,377,2.493667,28834,11562.89111577448
11792,377,845.8569630698938,2,1,0,4,17.0,Monterrey,0,1,2,0.526378297,-1.0,377,2.493667,28834,11562.89111577448
11793,639,184.69583948013556,2,1,1,4,41.0,San Nicolás de los Garza,1,0,2,23.83564,-1.0,639,1.430826,18288,12781.42834977838
11794,639,1.0,2,1,1,4,41.0,San Nicolás de los Garza,0,0,2,-1.0,-1.0,639,1.430826,18288,12781.42834977838
11795,377,833.0409484779257,3,1,0,2,17.0,Monterrey,0,0,3,-1.0,-1.0,377,2.493667,28834,11562.89111577448
11796,377,1.0,2,1,1,4,17.0,Monterrey,0,0,2,-1.0,-1.0,377,2.493667,28834,11562.89111577448
11797,638,184.69583948013556,3,1,1,4,41.0,San Nicolás de los Garza,1,0,3,7.153256,-1.0,638,0.767962,8648,11260.973850268632
11798,377,685.6567806702927,1,1,0,3,17.0,Monterrey,0,1,1,0.526378297,-1.0,377,2.493667,28834,11562.89111577448
11799,641,184.69583948013556,3,1,2,6,41.0,San Nicolás de los Garza,1,0,2,10.5463,-1.0,641,0.851192,7544,8862.865252492975
11800,377,977.2211126375666,2,1,2,4,17.0,Monterrey,0,2,2,5.783689148500001,-1.0,377,2.493667,28834,11562.89111577448
11801,377,900.3250250857582,4,1,0,4,17.0,Monterrey,1,0,2,11.041,0.729,377,2.493667,28834,11562.89111577448
11802,377,759.3488645741093,3,1,0,2,17.0,Monterrey,1,0,2,13.868,0.729,377,2.493667,28834,11562.89111577448
11803,652,161.2852290603811,3,1,1,4,31.0,General Escobedo,1,0,2,6.785402,-1.0,652,0.962757,13349,13865.388670245971
11804,202,113.22390349231394,5,1,1,6,11.0,Monterrey,1,0,4,26.67149,24.43905,202,11.006205,1906,173.17504080652688
11805,668,180.7275736233244,4,1,2,6,72.0,Apodaca,3,0,4,18.75121,-1.0,668,0.525686,7857,14946.184604497743
11806,668,135.9081018223529,7,1,1,6,72.0,Apodaca,3,0,6,6.911573563,3.803,668,0.525686,7857,14946.184604497743
11807,668,154.63321807343263,4,1,1,5,72.0,Apodaca,2,0,4,9.130959,-1.0,668,0.525686,7857,14946.184604497743
11808,668,171.7878407034541,4,1,1,4,72.0,Apodaca,2,0,4,19.08231,-1.0,668,0.525686,7857,14946.184604497743
11809,668,119.32034375377856,5,1,0,3,72.0,Apodaca,1,0,2,0.4,-1.0,668,0.525686,7857,14946.184604497743
11810,668,198.60703946306504,4,1,1,4,72.0,Apodaca,1,0,4,12.82023,-1.0,668,0.525686,7857,14946.184604497743
11811,202,88.1119871535517,2,1,1,2,11.0,Monterrey,0,0,1,-1.0,20.864,202,11.006205,1906,173.17504080652688
11812,668,119.32034375377856,2,1,0,2,72.0,Apodaca,0,0,2,-1.0,-1.0,668,0.525686,7857,14946.184604497743
11813,668,180.7275736233244,5,1,2,6,72.0,Apodaca,3,0,5,11.137879333333332,-1.0,668,0.525686,7857,14946.184604497743
11814,668,158.37824132364858,5,1,1,5,72.0,Apodaca,3,0,5,12.010993333333332,10.24652,668,0.525686,7857,14946.184604497743
11815,202,88.1119871535517,1,1,0,2,11.0,Monterrey,1,0,1,23.974,-1.0,202,11.006205,1906,173.17504080652688
11816,668,144.9686419438431,2,1,0,2,72.0,Apodaca,2,0,2,9.9525,-1.0,668,0.525686,7857,14946.184604497743
11817,668,190.3496960770908,5,1,0,4,72.0,Apodaca,3,0,5,14.904,-1.0,668,0.525686,7857,14946.184604497743
11818,668,132.14449284881084,3,1,0,3,72.0,Apodaca,1,0,2,20.867,0.241680689,668,0.525686,7857,14946.184604497743
11819,202,1.0,2,1,1,3,11.0,Monterrey,0,2,2,-1.0,-1.0,202,11.006205,1906,173.17504080652688
11820,690,196.65553851382103,5,1,3,6,72.0,Apodaca,2,0,5,13.3145265,6.774,690,2.156835,31665,14681.23430860497
11821,690,180.7275736233244,5,1,1,6,72.0,Apodaca,2,0,5,20.24436,4.158282,690,2.156835,31665,14681.23430860497
11822,690,171.64844777850809,4,1,4,4,72.0,Apodaca,2,0,3,11.36457,14.037,690,2.156835,31665,14681.23430860497
11823,210,1.0,2,1,1,5,11.0,Monterrey,0,0,2,-1.0,-1.0,210,5.758007,3228,560.6106418418734
11824,638,184.69583948013556,3,1,1,5,41.0,San Nicolás de los Garza,1,0,2,12.19299,-1.0,638,0.767962,8648,11260.973850268632
11825,202,88.1119871535517,3,1,1,4,11.0,Monterrey,1,1,3,-1.0,-1.0,202,11.006205,1906,173.17504080652688
11826,202,1.0,3,1,1,5,11.0,Monterrey,2,0,3,-1.0,-1.0,202,11.006205,1906,173.17504080652688
11827,202,1.0,3,1,1,4,11.0,Monterrey,2,0,3,-1.0,-1.0,202,11.006205,1906,173.17504080652688
11828,638,134.81448137236168,5,1,0,4,41.0,San Nicolás de los Garza,2,0,5,9.873,-1.0,638,0.767962,8648,11260.973850268632
11829,669,198.60703946306504,4,1,2,6,72.0,Apodaca,1,0,2,8.663954,-1.0,669,0.281821,3290,11674.076807619022
11830,669,198.60703946306504,3,1,2,5,72.0,Apodaca,1,1,2,19.57501,-1.0,669,0.281821,3290,11674.076807619022
11831,669,206.82192917321615,5,1,2,5,72.0,Apodaca,0,1,4,6.563,14.44967,669,0.281821,3290,11674.076807619022
11832,202,135.6924602164696,2,1,1,5,11.0,Monterrey,1,0,2,-1.0,-1.0,202,11.006205,1906,173.17504080652688
11833,669,180.7275736233244,5,1,3,5,72.0,Apodaca,2,0,5,10.354536,22.194,669,0.281821,3290,11674.076807619022
11834,669,144.9686419438431,4,1,1,5,72.0,Apodaca,0,1,4,-1.0,7.839,669,0.281821,3290,11674.076807619022
11835,669,155.56250423973933,4,1,2,5,72.0,Apodaca,2,0,4,12.244,7.839,669,0.281821,3290,11674.076807619022
11836,202,120.71342240036584,2,1,1,5,11.0,Monterrey,1,0,2,22.27941,-1.0,202,11.006205,1906,173.17504080652688
11837,673,130.60017363196138,4,1,0,2,33.0,General Escobedo,0,1,2,54.463,-1.0,673,0.496942,7462,15015.836858224904
11838,652,1.0,2,1,1,4,31.0,General Escobedo,2,0,2,-1.0,-1.0,652,0.962757,13349,13865.388670245971
11839,202,72.52294327253871,3,1,1,4,11.0,Monterrey,0,0,3,-1.0,-1.0,202,11.006205,1906,173.17504080652688
11840,667,175.2226780326749,6,1,1,3,72.0,Apodaca,2,0,6,9.300023,-1.0,667,0.80107,12562,15681.5259590298
11841,667,154.29867505356222,5,1,2,5,72.0,Apodaca,1,0,4,14.72074,5.0870115,667,0.80107,12562,15681.5259590298
11842,667,171.7878407034541,4,1,1,5,72.0,Apodaca,1,0,4,19.82229,-1.0,667,0.80107,12562,15681.5259590298
11843,667,141.92987618002024,5,1,0,4,72.0,Apodaca,1,2,2,13.9295,0.874,667,0.80107,12562,15681.5259590298
11844,667,214.73592582403523,4,1,0,4,72.0,Apodaca,1,0,4,19.693,-1.0,667,0.80107,12562,15681.5259590298
11845,667,144.9686419438431,3,1,0,5,72.0,Apodaca,2,0,3,17.8525,-1.0,667,0.80107,12562,15681.5259590298
11846,667,144.9686419438431,3,1,0,3,72.0,Apodaca,0,0,3,1.94,-1.0,667,0.80107,12562,15681.5259590298
11847,667,150.26557309179125,3,1,0,3,72.0,Apodaca,1,0,3,13.77,-1.0,667,0.80107,12562,15681.5259590298
11848,667,215.88964926470103,6,1,1,5,72.0,Apodaca,3,0,6,2.1500000000000004,-1.0,667,0.80107,12562,15681.5259590298
11849,667,144.9686419438431,2,1,1,4,72.0,Apodaca,1,0,2,9.016,-1.0,667,0.80107,12562,15681.5259590298
11850,667,177.2520433613374,4,1,1,4,72.0,Apodaca,2,0,2,25.623015,11.7930708565,667,0.80107,12562,15681.5259590298
11851,667,122.9843863523592,5,1,0,4,72.0,Apodaca,2,1,4,2.8822615,0.874,667,0.80107,12562,15681.5259590298
11852,667,198.60703946306504,4,1,2,5,72.0,Apodaca,2,0,4,9.202126,-1.0,667,0.80107,12562,15681.5259590298
11853,667,162.84810778358374,5,1,1,4,72.0,Apodaca,2,0,4,9.4421225,9.300023,667,0.80107,12562,15681.5259590298
11854,667,155.69632144768747,5,1,0,5,72.0,Apodaca,4,0,5,42.964405,-1.0,667,0.80107,12562,15681.5259590298
11855,667,180.7275736233244,4,1,2,5,72.0,Apodaca,3,0,4,7.722691666666667,-1.0,667,0.80107,12562,15681.5259590298
11856,202,135.6924602164696,3,1,2,4,11.0,Monterrey,1,0,3,-1.0,-1.0,202,11.006205,1906,173.17504080652688
11857,210,120.71342240036584,2,1,4,6,11.0,Monterrey,2,0,2,13.2627,-1.0,210,5.758007,3228,560.6106418418734
11858,668,140.647461270517,6,1,0,5,72.0,Apodaca,4,0,5,12.28029,-1.0,668,0.525686,7857,14946.184604497743
11859,668,144.9686419438431,2,1,0,4,72.0,Apodaca,1,0,2,15.739,-1.0,668,0.525686,7857,14946.184604497743
11860,668,144.9686419438431,2,1,1,4,72.0,Apodaca,2,0,2,12.774,-1.0,668,0.525686,7857,14946.184604497743
11861,668,144.9686419438431,3,1,0,1,72.0,Apodaca,0,0,3,-1.0,-1.0,668,0.525686,7857,14946.184604497743
11862,668,198.60703946306504,5,1,2,5,72.0,Apodaca,2,0,5,14.306325,-1.0,668,0.525686,7857,14946.184604497743
11863,668,137.90606707991228,3,1,0,4,72.0,Apodaca,2,1,2,1.006,-1.0,668,0.525686,7857,14946.184604497743
11864,668,198.60703946306504,3,1,1,4,72.0,Apodaca,1,0,3,26.32465,-1.0,668,0.525686,7857,14946.184604497743
11865,668,1.0,1,1,1,4,72.0,Apodaca,0,1,1,-1.0,-1.0,668,0.525686,7857,14946.184604497743
11866,668,190.3496960770908,7,1,0,4,72.0,Apodaca,2,0,4,28.174645,-1.0,668,0.525686,7857,14946.184604497743
11867,202,72.52294327253871,2,1,1,4,11.0,Monterrey,0,1,1,-1.0,-1.0,202,11.006205,1906,173.17504080652688
11868,667,197.900781976672,3,1,1,5,72.0,Apodaca,1,0,2,12.531,2.217,667,0.80107,12562,15681.5259590298
11869,667,127.86977648380008,6,1,0,2,72.0,Apodaca,1,0,4,0.298341713,1.2741708565,667,0.80107,12562,15681.5259590298
11870,667,152.96581318074522,5,1,1,5,72.0,Apodaca,2,0,4,5.735805571,0.874,667,0.80107,12562,15681.5259590298
11871,667,144.9686419438431,1,1,1,2,72.0,Apodaca,0,1,1,23.579,-1.0,667,0.80107,12562,15681.5259590298
11872,667,134.93235134773087,6,1,1,4,72.0,Apodaca,3,0,4,5.1295115,0.298341713,667,0.80107,12562,15681.5259590298
11873,202,120.71342240036584,5,1,3,6,11.0,Monterrey,4,1,5,19.61318,-1.0,202,11.006205,1906,173.17504080652688
11874,667,139.2336187460647,6,1,0,3,72.0,Apodaca,2,0,5,9.6320115,-1.0,667,0.80107,12562,15681.5259590298
11875,667,152.77464574081927,2,1,1,4,72.0,Apodaca,1,1,2,13.77,-1.0,667,0.80107,12562,15681.5259590298
11876,667,182.28525289660573,4,1,1,4,72.0,Apodaca,2,1,4,3.961,-1.0,667,0.80107,12562,15681.5259590298
11877,667,127.86977648380008,5,1,2,4,72.0,Apodaca,1,0,3,0.528,2.672447237666667,667,0.80107,12562,15681.5259590298
11878,667,158.1238125726319,3,1,1,5,72.0,Apodaca,1,0,2,9.300023,0.528,667,0.80107,12562,15681.5259590298
11879,667,119.32034375377856,2,1,0,2,72.0,Apodaca,0,1,2,9.332,-1.0,667,0.80107,12562,15681.5259590298
11880,667,144.9686419438431,4,1,0,5,72.0,Apodaca,2,1,3,2.240333333333333,7.191,667,0.80107,12562,15681.5259590298
11881,667,184.11017526868076,2,1,1,4,72.0,Apodaca,0,1,2,2.217,-1.0,667,0.80107,12562,15681.5259590298
11882,667,147.73615397638008,6,1,1,4,72.0,Apodaca,2,0,4,9.403007666666666,0.298341713,667,0.80107,12562,15681.5259590298
11883,667,145.43700217166167,7,1,1,5,72.0,Apodaca,3,0,5,8.893513333333333,0.298341713,667,0.80107,12562,15681.5259590298
11884,669,210.92937402829173,4,1,0,5,72.0,Apodaca,4,0,4,7.5075,-1.0,669,0.281821,3290,11674.076807619022
11885,669,154.83501991543469,7,1,0,4,72.0,Apodaca,1,0,2,11.093,3.0059553680000004,669,0.281821,3290,11674.076807619022
11886,667,169.50179673433965,4,1,1,4,72.0,Apodaca,1,0,2,-1.0,2.123,667,0.80107,12562,15681.5259590298
11887,667,144.9686419438431,2,1,0,2,72.0,Apodaca,0,2,2,10.154,-1.0,667,0.80107,12562,15681.5259590298
11888,667,144.9686419438431,2,1,0,4,72.0,Apodaca,0,2,2,6.259,-1.0,667,0.80107,12562,15681.5259590298
11889,667,198.60703946306504,2,1,1,5,72.0,Apodaca,2,0,2,5.760515,-1.0,667,0.80107,12562,15681.5259590298
11890,667,171.23521589699791,8,1,1,5,72.0,Apodaca,5,0,6,14.52550575,0.298341713,667,0.80107,12562,15681.5259590298
11891,667,171.80642642678023,3,1,1,3,72.0,Apodaca,2,0,3,5.6985115,-1.0,667,0.80107,12562,15681.5259590298
11892,667,144.9686419438431,5,1,0,2,72.0,Apodaca,2,0,4,13.77,-1.0,667,0.80107,12562,15681.5259590298
11893,667,144.9686419438431,2,1,0,2,72.0,Apodaca,0,0,2,-1.0,-1.0,667,0.80107,12562,15681.5259590298
11894,667,198.60703946306504,2,1,1,4,72.0,Apodaca,0,0,2,-1.0,-1.0,667,0.80107,12562,15681.5259590298
11895,667,150.54435894168324,2,1,0,3,72.0,Apodaca,0,0,1,-1.0,-1.0,667,0.80107,12562,15681.5259590298
11896,666,144.9686419438431,3,1,0,3,72.0,Apodaca,0,0,2,-1.0,6.174,666,0.603461,6447,10683.374733412764
11897,690,145.74924232354073,4,1,1,4,72.0,Apodaca,2,0,3,7.63746,0.489538899,690,2.156835,31665,14681.23430860497
11898,690,152.24495262602446,4,1,1,4,72.0,Apodaca,2,0,3,4.1978794495,12.2275,690,2.156835,31665,14681.23430860497
11899,652,86.20139615115275,3,1,1,4,31.0,General Escobedo,1,0,3,1.315,-1.0,652,0.962757,13349,13865.388670245971
11900,690,136.41920921382157,4,1,0,4,72.0,Apodaca,2,0,3,7.90622,-1.0,690,2.156835,31665,14681.23430860497
